관리코드,상품명,기준상품명,마켓카테고리,식품안전유형힌트,등급,규격,산지,포장,보관,norm_key
,베트남 그린망고 5kg,베트남 그린망고 5kg,미분류,미분류,,5kg,,망,,베트남그린망고5kg
,국산 서리태 500g,국산 서리태 500g,미분류,미분류,,500g,국산,,,국산서리태500g
,국산 서리태 1kg,국산 서리태 1kg,미분류,미분류,,1kg,국산,,,국산서리태1kg
,국산 쥐눈이콩 500g,국산 쥐눈이콩 500g,쌀/잡곡,미분류,,500g,국산,,,국산쥐눈이콩500g
,국산 쥐눈이콩 1kg,국산 쥐눈이콩 1kg,쌀/잡곡,미분류,,1kg,국산,,,국산쥐눈이콩1kg
,국산 메주콩 1kg,국산 메주콩 1kg,쌀/잡곡,미분류,,1kg,국산,,,국산메주콩1kg
,국산 메주콩 5kg,국산 메주콩 5kg,쌀/잡곡,미분류,,5kg,국산,,,국산메주콩5kg
,국산 통 녹두 500g,국산 통 녹두 500g,미분류,미분류,,500g,국산,,,국산통녹두500g
,국산 통 녹두 1kg,국산 통 녹두 1kg,미분류,미분류,,1kg,국산,,,국산통녹두1kg
,국산 팥 500g,국산 팥 500g,미분류,미분류,,500g,국산,,,국산팥500g
,제주레몬 혼합과 2kg,제주레몬 혼합과 2kg,미분류,미분류,,2kg,제주,,,제주레몬혼합과2kg
,제주레몬 혼합과 3kg,제주레몬 혼합과 3kg,미분류,미분류,,3kg,제주,,,제주레몬혼합과3kg
,제주레몬 혼합과 5kg,제주레몬 혼합과 5kg,미분류,미분류,,5kg,제주,,,제주레몬혼합과5kg
,제주레몬 혼합과 10kg,제주레몬 혼합과 10kg,미분류,미분류,,10kg,제주,,,제주레몬혼합과10kg
,안동마 가정용 1kg,안동마 가정용 1kg,미분류,미분류,가정용,1kg,,,,안동마가정용1kg
,안동마 가정용 2kg,안동마 가정용 2kg,미분류,미분류,가정용,2kg,,,,안동마가정용2kg
,안동마 가정용 3kg,안동마 가정용 3kg,미분류,미분류,가정용,3kg,,,,안동마가정용3kg
,안동마 가정용 5kg,안동마 가정용 5kg,미분류,미분류,가정용,5kg,,,,안동마가정용5kg
,안동마 가정용 10kg,안동마 가정용 10kg,미분류,미분류,가정용,10kg,,,,안동마가정용10kg
,옥광밤 대과 2kg,옥광밤 대과 2kg,미분류,미분류,,2kg,,,,옥광밤대과2kg
,옥광밤 대과 4kg,옥광밤 대과 4kg,미분류,미분류,,4kg,,,,옥광밤대과4kg
,옥광밤 특과 2kg,옥광밤 특과 2kg,미분류,미분류,특,2kg,,,,옥광밤특과2kg
,옥광밤 특과 4kg,옥광밤 특과 4kg,미분류,미분류,특,4kg,,,,옥광밤특과4kg
,깐옥광밤 대과 500g,깐옥광밤 대과 500g,미분류,미분류,,500g,,,,깐옥광밤대과500g
,깐옥광밤 대과 1kg,깐옥광밤 대과 1kg,미분류,미분류,,1kg,,,,깐옥광밤대과1kg
,스테비아 약단밤 500g,스테비아 약단밤 500g,미분류,미분류,,500g,,,,스테비아약단밤500g
,스테비아 약단밤 1kg,스테비아 약단밤 1kg,미분류,미분류,,1kg,,,,스테비아약단밤1kg
,스테비아 약단밤 2kg,스테비아 약단밤 2kg,미분류,미분류,,2kg,,,,스테비아약단밤2kg
,자색고구마 혼합 2kg,자색고구마 혼합 2kg,채소,채소류,,2kg,,,,자색고구마혼합2kg
,자색고구마 혼합 3kg,자색고구마 혼합 3kg,채소,채소류,,3kg,,,,자색고구마혼합3kg
,자색고구마 혼합 5kg,자색고구마 혼합 5kg,채소,채소류,,5kg,,,,자색고구마혼합5kg
,자색고구마 혼합 10kg,자색고구마 혼합 10kg,채소,채소류,,10kg,,,,자색고구마혼합10kg
,냉동 아로니아 줄기제거 특품 1kg,냉동 아로니아 줄기제거 특품 1kg,냉장/냉동/간편요리,미분류,특품,1kg,,,냉동,냉동아로니아줄기제거특품1kg
,냉동 아로니아 줄기제거 특품 2.5kg,냉동 아로니아 줄기제거 특품 2.5kg,냉장/냉동/간편요리,미분류,특품,2.5kg,,,냉동,냉동아로니아줄기제거특품25kg
,냉동 아로니아 줄기제거 특품 5kg,냉동 아로니아 줄기제거 특품 5kg,냉장/냉동/간편요리,미분류,특품,5kg,,,냉동,냉동아로니아줄기제거특품5kg
,냉동 아로니아 줄기제거 특품 10kg,냉동 아로니아 줄기제거 특품 10kg,냉장/냉동/간편요리,미분류,특품,10kg,,,냉동,냉동아로니아줄기제거특품10kg
,냉동 아로니아 최상품 5kg,냉동 아로니아 최상품 5kg,냉장/냉동/간편요리,미분류,상,5kg,,,냉동,냉동아로니아최상품5kg
,냉동 아로니아 최상품 10kg,냉동 아로니아 최상품 10kg,냉장/냉동/간편요리,미분류,상,10kg,,,냉동,냉동아로니아최상품10kg
,냉동 포포열매 소과 1kg (7~10과),냉동 포포열매 소과 1kg (7~10과),냉장/냉동/간편요리,미분류,,1kg|10과,,,냉동,냉동포포열매소과1kg710과
,냉동 포포열매 중과 1kg (5~6과),냉동 포포열매 중과 1kg (5~6과),냉장/냉동/간편요리,미분류,중,1kg|6과,,,냉동,냉동포포열매중과1kg56과
,냉동 포포열매 대과 1kg (3~4과),냉동 포포열매 대과 1kg (3~4과),냉장/냉동/간편요리,미분류,,1kg|4과,,,냉동,냉동포포열매대과1kg34과
,세척감자 중 1kg,세척감자 중 1kg,채소,채소류,중,1kg,,,,세척감자중1kg
,세척감자 중 2kg,세척감자 중 2kg,채소,채소류,중,2kg,,,,세척감자중2kg
,세척감자 중 3kg,세척감자 중 3kg,채소,채소류,중,3kg,,,,세척감자중3kg
,세척감자 중 5kg,세척감자 중 5kg,채소,채소류,중,5kg,,,,세척감자중5kg
,세척감자 중 10kg,세척감자 중 10kg,채소,채소류,중,10kg,,,,세척감자중10kg
,세척감자 대 1kg,세척감자 대 1kg,채소,채소류,,1kg,,,,세척감자대1kg
,세척감자 대 2kg,세척감자 대 2kg,채소,채소류,,2kg,,,,세척감자대2kg
,세척감자 대 3kg,세척감자 대 3kg,채소,채소류,,3kg,,,,세척감자대3kg
,세척감자 대 5kg,세척감자 대 5kg,채소,채소류,,5kg,,,,세척감자대5kg
,세척감자 대 10kg,세척감자 대 10kg,채소,채소류,,10kg,,,,세척감자대10kg
,건대추 가정 음료용(열과) 500g,건대추 가정 음료용(열과) 500g,미분류,미분류,,500g,,,,건대추가정음료용열과500g
,건대추 가정 음료용(열과) 1kg,건대추 가정 음료용(열과) 1kg,미분류,미분류,,1kg,,,,건대추가정음료용열과1kg
,건대추 가정 음료용(열과) 2kg,건대추 가정 음료용(열과) 2kg,미분류,미분류,,2kg,,,,건대추가정음료용열과2kg
,건대추 가정 음료용(열과) 3kg,건대추 가정 음료용(열과) 3kg,미분류,미분류,,3kg,,,,건대추가정음료용열과3kg
,건대추 정품 상초 500g,건대추 정품 상초 500g,미분류,미분류,상,500g,,,,건대추정품상초500g
,건대추 정품 상초 1kg,건대추 정품 상초 1kg,미분류,미분류,상,1kg,,,,건대추정품상초1kg
,건대추 정품 상초 2kg,건대추 정품 상초 2kg,미분류,미분류,상,2kg,,,,건대추정품상초2kg
,건대추 정품 상초 3kg,건대추 정품 상초 3kg,미분류,미분류,상,3kg,,,,건대추정품상초3kg
,건대추 정품 특초 500g,건대추 정품 특초 500g,미분류,미분류,특,500g,,,,건대추정품특초500g
,건대추 정품 특초 1kg,건대추 정품 특초 1kg,미분류,미분류,특,1kg,,,,건대추정품특초1kg
,건대추 정품 특초 2kg,건대추 정품 특초 2kg,미분류,미분류,특,2kg,,,,건대추정품특초2kg
,건대추 정품 특초 3kg,건대추 정품 특초 3kg,미분류,미분류,특,3kg,,,,건대추정품특초3kg
,건대추 정품 제수용 500g,건대추 정품 제수용 500g,미분류,미분류,,500g,,,,건대추정품제수용500g
,냉동 잭푸르트 1kg,냉동 잭푸르트 1kg,냉장/냉동/간편요리,미분류,,1kg,,,냉동,냉동잭푸르트1kg
,냉동 잭푸르트 2kg,냉동 잭푸르트 2kg,냉장/냉동/간편요리,미분류,,2kg,,,냉동,냉동잭푸르트2kg
,냉동 잭푸르트 4kg,냉동 잭푸르트 4kg,냉장/냉동/간편요리,미분류,,4kg,,,냉동,냉동잭푸르트4kg
,과상2호 오디 특품 1kg,과상2호 오디 특품 1kg,미분류,미분류,상,1kg,,,,과상2호오디특품1kg
,과상2호 오디 특품 2kg,과상2호 오디 특품 2kg,미분류,미분류,상,2kg,,,,과상2호오디특품2kg
,과상2호 오디 특품 4kg,과상2호 오디 특품 4kg,미분류,미분류,상,4kg,,,,과상2호오디특품4kg
,과상2호 오디 특품 8kg,과상2호 오디 특품 8kg,미분류,미분류,상,8kg,,,,과상2호오디특품8kg
,냉동 토종복분자 특품 1kg,냉동 토종복분자 특품 1kg,냉장/냉동/간편요리,미분류,특품,1kg,,,냉동,냉동토종복분자특품1kg
,냉동 토종복분자 특품 2.5kg,냉동 토종복분자 특품 2.5kg,냉장/냉동/간편요리,미분류,특품,2.5kg,,,냉동,냉동토종복분자특품25kg
,냉동 토종복분자 특품 5kg,냉동 토종복분자 특품 5kg,냉장/냉동/간편요리,미분류,특품,5kg,,,냉동,냉동토종복분자특품5kg
,냉동 토종복분자 특품 10kg,냉동 토종복분자 특품 10kg,냉장/냉동/간편요리,미분류,특품,10kg,,,냉동,냉동토종복분자특품10kg
,A급 가정용 부사 / 3kg / 대과 / 9-12과,A급 가정용 부사,미분류,미분류,A,3kg|12과,,,,a급가정용부사
,무농약 참송이버섯(못난이),무농약 참송이버섯(못난이),채소,채소류,못난이,,,,,무농약참송이버섯못난이
,[농가D] 대저토마토못난이(혼합)2.5kg,[농가D] 대저토마토못난이(혼합)2.5kg,과일,과일류,못난이,2.5kg,,,,농가d대저토마토못난이혼합25kg
,[농가D] 대저토마토(2L-L)과2.5kg,[농가D] 대저토마토(2L-L)과2.5kg,과일,과일류,,2L|5kg,,,,농가d대저토마토2ll과25kg
,[농가D] 대저토마토(M)과1kg,[농가D] 대저토마토(M)과1kg,과일,과일류,,,,,,농가d대저토마토m과1kg
,[농가D] 대저토마토(M)과2.5kg,[농가D] 대저토마토(M)과2.5kg,과일,과일류,,5kg,,,,농가d대저토마토m과25kg
,[농가D] 대저짭짤이(S)과1kg,[농가D] 대저짭짤이(S)과1kg,미분류,미분류,,,,,,농가d대저짭짤이s과1kg
,[농가D] 대저짭짤이(S)과2.5kg,[농가D] 대저짭짤이(S)과2.5kg,미분류,미분류,,5kg,,,,농가d대저짭짤이s과25kg
,[농가D] 대저짭짤이(3S-2S)과1kg,[농가D] 대저짭짤이(3S-2S)과1kg,미분류,미분류,,,,,,농가d대저짭짤이3s2s과1kg
,[농가D] 대저짭짤이(3S-2S)과2.5kg,[농가D] 대저짭짤이(3S-2S)과2.5kg,미분류,미분류,,5kg,,,,농가d대저짭짤이3s2s과25kg
,파김치 / 1kg,파김치,미분류,미분류,,1kg,,,,파김치
,파김치 / 2kg,파김치,미분류,미분류,,2kg,,,,파김치
,파김치 / 3kg,파김치,미분류,미분류,,3kg,,,,파김치
,파김치 / 5kg,파김치,미분류,미분류,,5kg,,,,파김치
,파김치 / 10kg,파김치,미분류,미분류,,10kg,,,,파김치
,대파김치 / 1kg,대파김치,미분류,미분류,,1kg,,,,대파김치
,대파김치 / 2kg,대파김치,미분류,미분류,,2kg,,,,대파김치
,대파김치 / 3kg,대파김치,미분류,미분류,,3kg,,,,대파김치
,대파김치 / 5kg,대파김치,미분류,미분류,,5kg,,,,대파김치
,대파김치 / 10kg,대파김치,미분류,미분류,,10kg,,,,대파김치
,킹스베리 / 1kg / 특 / 28개입 내외,킹스베리,미분류,미분류,특,1kg,,,,킹스베리
,킹스베리 / 1kg / 특특 / 22개입 내외,킹스베리,미분류,미분류,특,1kg,,,,킹스베리
,킹스베리 / 1kg / 왕 / 18개입 내외,킹스베리,미분류,미분류,,1kg,,,,킹스베리
,대저흑대추방울토마토 500g,대저흑대추방울토마토 500g,과일,과일류,,500g,,,,대저흑대추방울토마토500g
,대저흑대추방울토마토 1kg,대저흑대추방울토마토 1kg,과일,과일류,,1kg,,,,대저흑대추방울토마토1kg
,대저흑대추방울토마토 2kg,대저흑대추방울토마토 2kg,과일,과일류,,2kg,,,,대저흑대추방울토마토2kg
,[농가B] 대저토마토 1kg 일반(혼합),[농가B] 대저토마토 1kg 일반(혼합),과일,과일류,B,1kg,,,,농가b대저토마토1kg일반혼합
,[농가B] 대저토마토 2.5kg L과 일반,[농가B] 대저토마토 2.5kg L과 일반,과일,과일류,B,2.5kg,,,,농가b대저토마토25kgl과일반
,[농가B] 대저토마토 2.5kg M과 일반,[농가B] 대저토마토 2.5kg M과 일반,과일,과일류,B,2.5kg,,,,농가b대저토마토25kgm과일반
,[농가B] 짭짤이대저토마토 2.5kg S-2s과 일반,[농가B] 짭짤이대저토마토 2.5kg S-2s과 일반,과일,과일류,B,2.5kg,,,,농가b짭짤이대저토마토25kgs2s과일반
,[농가B] 대저토마토 1kg 특품(혼합),[농가B] 대저토마토 1kg 특품(혼합),과일,과일류,B,1kg,,,,농가b대저토마토1kg특품혼합
,[농가B] 대저토마토 2.5kg L과 특품,[농가B] 대저토마토 2.5kg L과 특품,과일,과일류,B,2.5kg,,,,농가b대저토마토25kgl과특품
,[농가B] 대저토마토 2.5kg M과 특품,[농가B] 대저토마토 2.5kg M과 특품,과일,과일류,B,2.5kg,,,,농가b대저토마토25kgm과특품
,[농가B] 짭짤이대저토마토 2.5kg S-2s과 특품,[농가B] 짭짤이대저토마토 2.5kg S-2s과 특품,과일,과일류,B,2.5kg,,,,농가b짭짤이대저토마토25kgs2s과특품
,[제휴A] 대저토마토 2.5kg 2L-L,[제휴A] 대저토마토 2.5kg 2L-L,과일,과일류,A,2.5kg|2L,,,,제휴a대저토마토25kg2ll
,[제휴A] 대저토마토 2.5kg M,[제휴A] 대저토마토 2.5kg M,과일,과일류,A,2.5kg,,,,제휴a대저토마토25kgm
,[제휴A] 대저토마토 2.5kg S-2S,[제휴A] 대저토마토 2.5kg S-2S,과일,과일류,A,2.5kg,,,,제휴a대저토마토25kgs2s
,참외 / 가정용 / 1kg / 혼합과,참외,과일,과일류,가정용,1kg,,,,참외
,참외 / 가정용 / 1.5kg / 혼합과,참외,과일,과일류,가정용,1.5kg,,,,참외
,참외 / 가정용 / 2kg / 혼합과,참외,과일,과일류,가정용,2kg,,,,참외
,참외 / 가정용 / 3kg / 혼합과,참외,과일,과일류,가정용,3kg,,,,참외
,샤인머스켓 / 가정용 / 1kg / 2수,샤인머스켓,과일,미분류,가정용,1kg,,,,샤인머스켓
,샤인머스켓 / 가정용 / 2kg / 4-5수,샤인머스켓,과일,미분류,가정용,2kg,,,,샤인머스켓
,샤인머스켓 / 가정용 / 2kg / 2-3수,샤인머스켓,과일,미분류,가정용,2kg,,,,샤인머스켓
,샤인머스켓 / 가정용 / 4kg / 6-7수,샤인머스켓,과일,미분류,가정용,4kg,,,,샤인머스켓
,샤인머스켓 / 가정용 / 4kg / 4-5수,샤인머스켓,과일,미분류,가정용,4kg,,,,샤인머스켓
,샤인머스켓 / 선물용 / 2kg / 2-3수,샤인머스켓,과일,미분류,,2kg,,선물용,,샤인머스켓
,수미감자 / 1kg / 소,수미감자,채소,채소류,,1kg,,,,수미감자
,수미감자 / 1kg / 중,수미감자,채소,채소류,중,1kg,,,,수미감자
,수미감자 / 1kg / 대,수미감자,채소,채소류,,1kg,,,,수미감자
,수미감자 / 1kg / 특,수미감자,채소,채소류,특,1kg,,,,수미감자
,수미감자 / 1kg / 왕특,수미감자,채소,채소류,특,1kg,,,,수미감자
,수미감자 / 2kg / 소,수미감자,채소,채소류,,2kg,,,,수미감자
,수미감자 / 2kg / 중,수미감자,채소,채소류,중,2kg,,,,수미감자
,수미감자 / 2kg / 대,수미감자,채소,채소류,,2kg,,,,수미감자
,수미감자 / 2kg / 특,수미감자,채소,채소류,특,2kg,,,,수미감자
,수미감자 / 2kg / 왕특,수미감자,채소,채소류,특,2kg,,,,수미감자
,수미감자 / 3kg / 소,수미감자,채소,채소류,,3kg,,,,수미감자
,수미감자 / 3kg / 중,수미감자,채소,채소류,중,3kg,,,,수미감자
,수미감자 / 3kg / 대,수미감자,채소,채소류,,3kg,,,,수미감자
,수미감자 / 3kg / 특,수미감자,채소,채소류,특,3kg,,,,수미감자
,수미감자 / 3kg / 왕특,수미감자,채소,채소류,특,3kg,,,,수미감자
,수미감자 / 5kg / 소,수미감자,채소,채소류,,5kg,,,,수미감자
,수미감자 / 5kg / 중,수미감자,채소,채소류,중,5kg,,,,수미감자
,수미감자 / 5kg / 대,수미감자,채소,채소류,,5kg,,,,수미감자
,수미감자 / 5kg / 특,수미감자,채소,채소류,특,5kg,,,,수미감자
,수미감자 / 5kg / 왕특,수미감자,채소,채소류,특,5kg,,,,수미감자
,수미감자 / 10kg / 소,수미감자,채소,채소류,,10kg,,,,수미감자
,수미감자 / 10kg / 중,수미감자,채소,채소류,중,10kg,,,,수미감자
,수미감자 / 10kg / 대,수미감자,채소,채소류,,10kg,,,,수미감자
,수미감자 / 10kg / 특,수미감자,채소,채소류,특,10kg,,,,수미감자
,수미감자 / 10kg / 왕특,수미감자,채소,채소류,특,10kg,,,,수미감자
,제주 레드향 못난이 벌크 혼합과 1.5kg,제주 레드향 못난이 벌크 혼합과 1.5kg,과일,미분류,못난이,1.5kg,제주,벌크,,제주레드향못난이벌크혼합과15kg
,제주 레드향 못난이 벌크 혼합과 2.5kg,제주 레드향 못난이 벌크 혼합과 2.5kg,과일,미분류,못난이,2.5kg,제주,벌크,,제주레드향못난이벌크혼합과25kg
,제주 레드향 못난이 벌크 혼합과 4.5kg,제주 레드향 못난이 벌크 혼합과 4.5kg,과일,미분류,못난이,4.5kg,제주,벌크,,제주레드향못난이벌크혼합과45kg
,제주 레드향 못난이 벌크 혼합과 9kg,제주 레드향 못난이 벌크 혼합과 9kg,과일,미분류,못난이,9kg,제주,벌크,,제주레드향못난이벌크혼합과9kg
,제주 한라봉 못난이 벌크 혼합과 1.5kg,제주 한라봉 못난이 벌크 혼합과 1.5kg,과일,미분류,못난이,1.5kg,제주,봉,,제주한라봉못난이벌크혼합과15kg
,제주 한라봉 못난이 벌크 혼합과 2.5kg,제주 한라봉 못난이 벌크 혼합과 2.5kg,과일,미분류,못난이,2.5kg,제주,봉,,제주한라봉못난이벌크혼합과25kg
,제주 한라봉 못난이 벌크 혼합과 4.5kg,제주 한라봉 못난이 벌크 혼합과 4.5kg,과일,미분류,못난이,4.5kg,제주,봉,,제주한라봉못난이벌크혼합과45kg
,제주 한라봉 못난이 벌크 혼합과 9kg,제주 한라봉 못난이 벌크 혼합과 9kg,과일,미분류,못난이,9kg,제주,봉,,제주한라봉못난이벌크혼합과9kg
,포슬미 고구마 3kg 한입 / 40-100g,포슬미 고구마 3kg 한입,채소,채소류,,3kg|100g,,,,포슬미고구마3kg한입
,포슬미 고구마 3kg 특상 / 100-300g,포슬미 고구마 3kg 특상,채소,채소류,특상,3kg|300g,,,,포슬미고구마3kg특상
,포슬미 고구마 3kg 특대 / 300g이상,포슬미 고구마 3kg 특대,채소,채소류,특,3kg,,,,포슬미고구마3kg특대
,포슬미 고구마 5kg 한입 / 40-100g,포슬미 고구마 5kg 한입,채소,채소류,,5kg|100g,,,,포슬미고구마5kg한입
,포슬미 고구마 5kg 특상 / 100-300g,포슬미 고구마 5kg 특상,채소,채소류,특상,5kg|300g,,,,포슬미고구마5kg특상
,포슬미 고구마 5kg 특대 / 300g이상,포슬미 고구마 5kg 특대,채소,채소류,특,5kg,,,,포슬미고구마5kg특대
,포슬미 고구마 10kg 한입 / 40-100g,포슬미 고구마 10kg 한입,채소,채소류,,10kg|100g,,,,포슬미고구마10kg한입
,포슬미 고구마 10kg 특상 / 100-300g,포슬미 고구마 10kg 특상,채소,채소류,특상,10kg|300g,,,,포슬미고구마10kg특상
,포슬미 고구마 10kg 특대 / 300g이상,포슬미 고구마 10kg 특대,채소,채소류,특,10kg,,,,포슬미고구마10kg특대
,성주참외 3KG 대과,성주참외 3KG 대과,과일,과일류,,3KG,,,,성주참외3kg대과
,성주참외 3KG 중과,성주참외 3KG 중과,과일,과일류,중,3KG,,,,성주참외3kg중과
,성주참외 5KG 대과,성주참외 5KG 대과,과일,과일류,,5KG,,,,성주참외5kg대과
,성주참외 5KG 중과,성주참외 5KG 중과,과일,과일류,중,5KG,,,,성주참외5kg중과
,레드향/천혜향/한라봉 3종 혼합 5kg / 선물박스+부직포포장,레드향,과일,미분류,,5kg,,봉,,레드향
,레드향/천혜향/한라봉 3종 혼합 5kg / 선물세트,레드향,과일,미분류,,5kg,,봉,,레드향
,하우스 한라봉 중품 벌크 혼합과 / 2kg,하우스 한라봉 중품 벌크 혼합과,과일,미분류,하,2kg,,봉,,하우스한라봉중품벌크혼합과
,하우스 한라봉 중품 벌크 혼합과 / 3kg,하우스 한라봉 중품 벌크 혼합과,과일,미분류,하,3kg,,봉,,하우스한라봉중품벌크혼합과
,하우스 한라봉 중품 벌크 혼합과 / 5kg,하우스 한라봉 중품 벌크 혼합과,과일,미분류,하,5kg,,봉,,하우스한라봉중품벌크혼합과
,하우스 한라봉 중품 벌크 혼합과 / 10kg,하우스 한라봉 중품 벌크 혼합과,과일,미분류,하,10kg,,봉,,하우스한라봉중품벌크혼합과
,하우스 한라봉 상품 벌크 중소과 / 2kg,하우스 한라봉 상품 벌크 중소과,과일,미분류,하,2kg,,봉,,하우스한라봉상품벌크중소과
,하우스 한라봉 상품 벌크 중소과 / 3kg,하우스 한라봉 상품 벌크 중소과,과일,미분류,하,3kg,,봉,,하우스한라봉상품벌크중소과
,하우스 한라봉 상품 벌크 중소과 / 5kg,하우스 한라봉 상품 벌크 중소과,과일,미분류,하,5kg,,봉,,하우스한라봉상품벌크중소과
,하우스 한라봉 상품 벌크 중소과 / 10kg,하우스 한라봉 상품 벌크 중소과,과일,미분류,하,10kg,,봉,,하우스한라봉상품벌크중소과
,하우스 한라봉 상품 벌크 중대과 / 2kg,하우스 한라봉 상품 벌크 중대과,과일,미분류,하,2kg,,봉,,하우스한라봉상품벌크중대과
,하우스 한라봉 상품 벌크 중대과 / 3kg,하우스 한라봉 상품 벌크 중대과,과일,미분류,하,3kg,,봉,,하우스한라봉상품벌크중대과
,하우스 한라봉 상품 벌크 중대과 / 5kg,하우스 한라봉 상품 벌크 중대과,과일,미분류,하,5kg,,봉,,하우스한라봉상품벌크중대과
,하우스 한라봉 상품 벌크 중대과 / 10kg,하우스 한라봉 상품 벌크 중대과,과일,미분류,하,10kg,,봉,,하우스한라봉상품벌크중대과
,사과 10kg 쥬스용 혼합과,사과 10kg 쥬스용 혼합과,과일,과채가공품,,10kg,,,,사과10kg쥬스용혼합과
,산양삼 2등품 5-6년산 30뿌리,산양삼 2등품 5-6년산 30뿌리,미분류,미분류,,,,,,산양삼2등품56년산30뿌리
,산양삼 2등품 5-6년산 50뿌리,산양삼 2등품 5-6년산 50뿌리,미분류,미분류,,,,,,산양삼2등품56년산50뿌리
,산양삼 2등품 7-8년산 5뿌리,산양삼 2등품 7-8년산 5뿌리,미분류,미분류,,,,,,산양삼2등품78년산5뿌리
,산양삼 2등품 7-8년산 10뿌리,산양삼 2등품 7-8년산 10뿌리,미분류,미분류,,,,,,산양삼2등품78년산10뿌리
,산양삼 특품 7-8년산 5뿌리,산양삼 특품 7-8년산 5뿌리,미분류,미분류,특품,,,,,산양삼특품78년산5뿌리
,산양삼 특품 7-8년산 10뿌리,산양삼 특품 7-8년산 10뿌리,미분류,미분류,특품,,,,,산양삼특품78년산10뿌리
,산양삼 특품 8-10년산 5뿌리,산양삼 특품 8-10년산 5뿌리,미분류,미분류,특품,,,,,산양삼특품810년산5뿌리
,산양삼 특품 8-10년산 10뿌리,산양삼 특품 8-10년산 10뿌리,미분류,미분류,특품,,,,,산양삼특품810년산10뿌리
,산양삼 특품 12-15년산 3뿌리,산양삼 특품 12-15년산 3뿌리,미분류,미분류,특품,,,,,산양삼특품1215년산3뿌리
,산양삼 특품 12-15년산 5뿌리,산양삼 특품 12-15년산 5뿌리,미분류,미분류,특품,,,,,산양삼특품1215년산5뿌리
,손질 검정 새조개 200g(10미내외),손질 검정 새조개 200g(10미내외),미분류,신선편의식품,,200g,,,,손질검정새조개200g10미내외
,손질 검정 새조개 400g(20미내외),손질 검정 새조개 400g(20미내외),미분류,신선편의식품,,400g,,,,손질검정새조개400g20미내외
,손질 검정 새조개 500g(25미내외),손질 검정 새조개 500g(25미내외),미분류,신선편의식품,,500g,,,,손질검정새조개500g25미내외
,손질 검정 새조개 1kg(50미내외),손질 검정 새조개 1kg(50미내외),미분류,신선편의식품,,1kg,,,,손질검정새조개1kg50미내외
,하우스 레드향 상품 벌크 중소과 / 2kg,하우스 레드향 상품 벌크 중소과,과일,미분류,하,2kg,,벌크,,하우스레드향상품벌크중소과
,하우스 레드향 상품 벌크 중소과 / 3kg,하우스 레드향 상품 벌크 중소과,과일,미분류,하,3kg,,벌크,,하우스레드향상품벌크중소과
,하우스 레드향 상품 벌크 중소과 / 5kg,하우스 레드향 상품 벌크 중소과,과일,미분류,하,5kg,,벌크,,하우스레드향상품벌크중소과
,하우스 레드향 상품 벌크 중소과 / 10kg,하우스 레드향 상품 벌크 중소과,과일,미분류,하,10kg,,벌크,,하우스레드향상품벌크중소과
,하우스 레드향 상품 벌크 중대과 / 2kg,하우스 레드향 상품 벌크 중대과,과일,미분류,하,2kg,,벌크,,하우스레드향상품벌크중대과
,하우스 레드향 상품 벌크 중대과 / 3kg,하우스 레드향 상품 벌크 중대과,과일,미분류,하,3kg,,벌크,,하우스레드향상품벌크중대과
,하우스 레드향 상품 벌크 중대과 / 5kg,하우스 레드향 상품 벌크 중대과,과일,미분류,하,5kg,,벌크,,하우스레드향상품벌크중대과
,하우스 레드향 상품 벌크 중대과 / 10kg,하우스 레드향 상품 벌크 중대과,과일,미분류,하,10kg,,벌크,,하우스레드향상품벌크중대과
